HOST;VM;PD;TYPE;DATE;TIME;EDATE;ETIME;ID;UUID;STATE;SIZE;GB
192.168.136.10;SRVAABDORACLE;SRVAABDORACLE;SNP;2022-01-06;18:00:05;2022-01-20;18:00:05;543883329;7e7a09dd-4301-452f-93c5-de15d8d39d71;AVAILABLE;232783872;=L2854/1024/1024/1024
192.168.136.10;SRVAABDORACLE;SRVAABDORACLE;SNP;2022-01-05;18:00:06;2022-01-19;18:00:06;539302075;9d1d7053-a51b-48cf-a8dd-c1f258ec6423;AVAILABLE;277868544;=L2855/1024/1024/1024
192.168.136.10;SRVAABDORACLE;SRVAABDORACLE;SNP;2022-01-04;18:00:22;2022-01-18;18:00:22;534659597;25787b68-1cad-4c5b-a32c-1b5f95baef9d;AVAILABLE;252706816;=L2856/1024/1024/1024
192.168.136.10;SRVAABDORACLE;SRVAABDORACLE;SNP;2022-01-03;18:00:10;2022-01-17;18:00:10;529751910;a2c59061-9084-4eb5-8d4a-21c704001316;AVAILABLE;293597184;=L2857/1024/1024/1024
192.168.136.10;SRVAABDORACLE;SRVAABDORACLE;SNP;2022-01-02;18:00:28;2022-01-16;18:00:28;524926611;5e3b05c9-026e-4e68-b31a-195e8340f85d;AVAILABLE;445644800;=L2858/1024/1024/1024
192.168.136.10;SRVAABDORACLE;SRVAABDORACLE;SNP;2022-01-01;18:00:06;2022-01-15;18:00:06;520761163;b0212d94-c9dc-466b-8883-f414c599ed8e;AVAILABLE;193990656;=L2859/1024/1024/1024
192.168.136.10;SRVAABDORACLE;SRVAABDORACLE;SNP;2021-12-31;18:00:05;2022-01-14;18:00:05;516692595;e09668c4-513e-4c2a-9500-0296be28f340;AVAILABLE;232783872;=L2860/1024/1024/1024
192.168.136.10;SRVAABDORACLE;SRVAABDORACLE;SNP;2021-12-30;18:00:02;2022-01-13;18:00:02;512538296;606448be-63cd-42fd-a087-72fb4ab7625c;AVAILABLE;189788160;=L2861/1024/1024/1024
192.168.136.10;SRVAABDORACLE;SRVAABDORACLE;SNP;2021-12-29;18:00:10;2022-01-12;18:00:10;508249975;c2c85c93-6667-4800-9892-2a1677bcda03;AVAILABLE;213909504;=L2862/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2022-01-11;18:00:17;2022-01-25;18:00:17;566907913;3b12ff00-91ac-41dd-8c72-c89841178c33;AVAILABLE;1658073088;=L2863/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2022-01-10;18:00:25;2022-01-24;18:00:25;561759818;9bd1d28c-c1e9-413f-b4b9-5ee0f6bd14b8;AVAILABLE;1784434688;=L2864/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2022-01-09;18:00:08;2022-01-23;18:00:08;556767612;a07517d7-1199-4bb9-9c38-53ad70c33112;AVAILABLE;1491939328;=L2865/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2022-01-08;18:00:17;2022-01-22;18:00:17;552631769;ae4a78df-26ec-49d8-8db9-99422a073c57;AVAILABLE;148209868800;=L2866/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2022-01-07;18:00:22;2022-01-21;18:00:22;548290327;b9be9d5e-1a68-45f8-9e38-74288f3958f6;AVAILABLE;9603633152;=L2867/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2022-01-06;18:00:19;2022-01-20;18:00:19;543883837;f49f33ee-fc0e-4765-a3e8-d87bb452452f;AVAILABLE;8802312192;=L2868/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2022-01-05;18:00:19;2022-01-19;18:00:19;539302583;feaf9da2-9bcf-49bd-acca-2a0e4283c696;AVAILABLE;9812832256;=L2869/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2022-01-04;18:00:02;2022-01-18;18:00:02;534660105;f19fef39-6624-4078-93df-871a14e39967;AVAILABLE;8376061952;=L2870/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2022-01-03;18:00:09;2022-01-17;18:00:09;529752418;84dca2ab-78e6-442a-931d-4580229e60f9;AVAILABLE;9476624384;=L2871/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2022-01-02;18:00:15;2022-01-16;18:00:15;524927119;c804116d-b0eb-43a8-9b69-5271b5a43ad8;AVAILABLE;8653348864;=L2872/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2022-01-01;18:00:28;2022-01-15;18:00:28;520761671;46630892-84bc-48d0-8ca7-fc2263f89f57;AVAILABLE;1673072640;=L2873/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2021-12-31;18:00:03;2022-01-14;18:00:03;516693103;94aa8a31-a47b-4fcc-984b-d54d62e688cf;AVAILABLE;1568919552;=L2874/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2021-12-30;18:00:02;2022-01-13;18:00:02;512538804;5deb9719-d777-44fe-93d4-2338cd952582;AVAILABLE;1555873792;=L2875/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP1;SRVAAAQUVANAPP1;SNP;2021-12-29;18:00:01;2022-01-12;18:00:01;508250483;3d6eaa6d-3445-44d7-a4b2-3f32d08f52d2;AVAILABLE;1463808000;=L2876/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2022-01-11;18:00:18;2022-01-25;18:00:18;566908753;0178c97a-2912-4351-9c6c-780a960d4a1d;AVAILABLE;6531932160;=L2877/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2022-01-10;18:00:13;2022-01-24;18:00:13;561760658;2dd51047-d6af-4998-9d1c-a91b02ad5b55;AVAILABLE;6157611008;=L2878/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2022-01-09;18:00:12;2022-01-23;18:00:12;556768452;6fa9c9f9-413d-4ce1-bb31-d5e189e19cca;AVAILABLE;6672879616;=L2879/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2022-01-08;18:00:07;2022-01-22;18:00:07;552632609;f65aa3cb-c31b-4d9a-9fd7-4ddb6dbc1eee;AVAILABLE;6051549184;=L2880/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2022-01-07;18:00:30;2022-01-21;18:00:30;548291167;91aaf42c-73c9-4863-a5c2-62de8b38f137;AVAILABLE;8042020864;=L2881/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2022-01-06;18:00:25;2022-01-20;18:00:25;543884677;ef3fb5ab-c0dc-4cb0-8b53-a30f791068fc;AVAILABLE;5773746176;=L2882/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2022-01-05;18:00:27;2022-01-19;18:00:27;539303423;3b03f0d2-3b11-4cb0-bec2-9eaaaae048ef;AVAILABLE;7960252416;=L2883/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2022-01-04;18:00:22;2022-01-18;18:00:22;534660945;d27ad94b-cbe9-4b64-aade-c0aa67bee11d;AVAILABLE;5576056832;=L2884/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2022-01-03;18:00:15;2022-01-17;18:00:15;529753258;f259fb0e-d97d-4498-af78-dce98f3dc6f0;AVAILABLE;6602956800;=L2885/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2022-01-02;18:00:10;2022-01-16;18:00:10;524927959;bd57d3cb-2086-4a5d-8506-c525811fba46;AVAILABLE;5285801984;=L2886/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2022-01-01;18:00:26;2022-01-15;18:00:26;520762511;3f906c8f-fc44-467a-af2d-bfd4edb4b9b4;AVAILABLE;7468412928;=L2887/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2021-12-31;18:00:21;2022-01-14;18:00:21;516693943;491aae39-8ef1-4bac-b629-6b7b82a40f9f;AVAILABLE;5434482688;=L2888/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2021-12-30;18:00:22;2022-01-13;18:00:22;512539644;f6b8b483-6969-4187-b7d9-81662b42e262;AVAILABLE;7386689536;=L2889/1024/1024/1024
192.168.136.10;SRVAAAQUVANAPP2;SRVAAAQUVANAPP2;SNP;2021-12-29;18:00:24;2022-01-12;18:00:24;508251323;2b65f26e-2290-4503-9354-4453fde20420;AVAILABLE;5362409472;=L2890/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2022-01-11;18:00:18;2022-01-25;18:00:18;566907197;821f76dc-4777-4d4f-b599-10edb81245fa;AVAILABLE;4477221888;=L2891/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2022-01-10;18:00:23;2022-01-24;18:00:23;561759102;92a156c0-abf3-4399-8d9f-763581243776;AVAILABLE;2691638784;=L2892/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2022-01-09;18:00:08;2022-01-23;18:00:08;556766896;65c69476-5d7d-49d2-b503-323121292ded;AVAILABLE;3949700608;=L2893/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2022-01-08;18:00:09;2022-01-22;18:00:09;552631053;a5ebf5a8-ab79-44e8-bb1d-bf9a018eec9b;AVAILABLE;2766235136;=L2894/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2022-01-07;18:00:22;2022-01-21;18:00:22;548289611;274b44f1-1e93-4187-980b-550d10d42354;AVAILABLE;3112393728;=L2895/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2022-01-06;18:00:24;2022-01-20;18:00:24;543883121;12e51783-d8bc-46d1-898d-c212efa3eb98;AVAILABLE;3343623168;=L2896/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2022-01-05;18:00:03;2022-01-19;18:00:03;539301867;b6b30a3f-0f28-44f7-ba58-f04c4b73afbc;AVAILABLE;2934349312;=L2897/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2022-01-04;18:00:09;2022-01-18;18:00:09;534659389;9c0729cb-7a1c-4112-a285-90e073785ff7;AVAILABLE;4392500736;=L2898/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2022-01-03;18:00:07;2022-01-17;18:00:07;529751702;6f3341b1-4e07-499f-957d-5b7615920a74;AVAILABLE;3859035648;=L2899/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2022-01-02;18:00:01;2022-01-16;18:00:01;524926403;4dcb3d49-a654-4b3b-9d0c-89f52c20a859;AVAILABLE;2853105152;=L2900/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2022-01-01;18:00:02;2022-01-15;18:00:02;520760955;13d52cf2-981a-4522-b164-e18db3d58e84;AVAILABLE;3526431232;=L2901/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2021-12-31;18:00:02;2022-01-14;18:00:02;516692387;46d5e310-9a66-4fa7-b23b-89d56987b08e;AVAILABLE;3564220416;=L2902/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2021-12-30;18:00:10;2022-01-13;18:00:10;512538088;bc4f5638-6505-40d6-8a3d-3406a60c523e;AVAILABLE;4043547136;=L2903/1024/1024/1024
192.168.136.10;SRVAAADMLANP;SRVAAADMLANP;SNP;2021-12-29;18:00:10;2022-01-12;18:00:10;508249767;f8754f94-3373-4e5a-bb9c-268678080834;AVAILABLE;2909927936;=L2904/1024/1024/1024
192.168.136.10;SRVAAWEBCCO02P;SRVAAWEBCCO02P;DRP;2022-01-12;16:22:01;2022-01-12;20:22:01;NTNX-AGUAS-ADEXUS-01:77759893;52927ef1-b4af-4215-b736-b5d5eb3a81e6;AVAILABLE;543776768;=L2905/1024/1024/1024
192.168.136.10;SRVAAWEBCCO02P;SRVAAWEBCCO02P;DRP;2022-01-12;15:22:01;2022-01-12;19:22:01;NTNX-AGUAS-ADEXUS-01:77740691;1b787604-ed1d-4cf8-b5af-03c3e55a5695;AVAILABLE;494141440;=L2906/1024/1024/1024
192.168.136.10;SRVAAWEBCCO02P;SRVAAWEBCCO02P;DRP;2022-01-12;14:22:01;2022-01-12;18:22:01;NTNX-AGUAS-ADEXUS-01:77716331;af25692e-9b63-44ac-ae7c-ed0dc848ab40;AVAILABLE;515031040;=L2907/1024/1024/1024
192.168.136.10;SRVAAWEBCCO02P;SRVAAWEBCCO02P;DRP;2022-01-12;13:22:01;2022-01-12;17:22:01;NTNX-AGUAS-ADEXUS-01:77697039;dd19047c-cd3e-4b2c-ab96-533c7de9b320;AVAILABLE;485777408;=L2908/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2022-01-11;18:00:17;2022-01-25;18:00:17;566908693;c01385d7-e760-4c4b-8041-ab4e460ce3b3;AVAILABLE;6324789248;=L2909/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2022-01-10;18:00:13;2022-01-24;18:00:13;561760598;e88692fc-1b4a-4b17-9c65-f9cec3d53838;AVAILABLE;5988273152;=L2910/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2022-01-09;18:00:28;2022-01-23;18:00:28;556768392;9e3326d6-4c07-4a3b-9324-68248648d7de;AVAILABLE;6312197120;=L2911/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2022-01-08;18:00:27;2022-01-22;18:00:27;552632549;28237b84-62fa-464f-8e41-6e822d8d19f4;AVAILABLE;6189227520;=L2912/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2022-01-07;18:00:11;2022-01-21;18:00:11;548291107;e613a62c-c283-41c1-94a2-923d336cd377;AVAILABLE;5991207936;=L2913/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2022-01-06;18:00:13;2022-01-20;18:00:13;543884617;fb0cb001-52b5-4959-b81b-d6cef25795b1;AVAILABLE;5739208192;=L2914/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2022-01-05;18:00:09;2022-01-19;18:00:09;539303363;25e0a25f-122e-4a71-b614-095acad2419f;AVAILABLE;6291677184;=L2915/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2022-01-04;18:00:28;2022-01-18;18:00:28;534660885;04d5008b-f79a-40fd-9b9b-5a61a14303e5;AVAILABLE;6121578496;=L2916/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2022-01-03;18:00:02;2022-01-17;18:00:02;529753198;e174e1b3-4ce1-495e-9a84-42189324f92a;AVAILABLE;6612801536;=L2917/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2022-01-02;18:00:07;2022-01-16;18:00:07;524927899;cdb7649e-5af1-455a-93c0-3c6d744d093c;AVAILABLE;5850449920;=L2918/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2022-01-01;18:00:06;2022-01-15;18:00:06;520762451;86d5a412-ee91-4959-a25d-8457cade1c89;AVAILABLE;6235980288;=L2919/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2021-12-31;18:00:22;2022-01-14;18:00:22;516693883;28b541e4-0600-4fb9-a73d-7cc4a95c4fce;AVAILABLE;5631161344;=L2920/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2021-12-30;18:00:31;2022-01-13;18:00:31;512539584;70f5ee0e-cd2f-4131-837c-096f7518d601;AVAILABLE;5981314560;=L2921/1024/1024/1024
192.168.136.10;SRVSITEPROTBD;SRVSITEPROTBD;SNP;2021-12-29;18:00:13;2022-01-12;18:00:13;508251263;63eb749a-b0d7-45b9-ad0f-f83dfdae9c35;AVAILABLE;6143561728;=L2922/1024/1024/1024
192.168.136.10;SRVAAABEMAPD;SRVAAABEMAPD;DRP;2022-01-12;16:00:03;2022-01-12;20:00:03;NTNX-AGUAS-ADEXUS-01:77753129;7d870319-8a6a-49d1-9a55-8f59fa01881a;AVAILABLE;542347776;=L2923/1024/1024/1024
192.168.136.10;SRVAAABEMAPD;SRVAAABEMAPD;DRP;2022-01-12;15:00:02;2022-01-12;19:00:02;NTNX-AGUAS-ADEXUS-01:77731856;72a15324-3140-433e-8122-3cc1938edf64;AVAILABLE;566182400;=L2924/1024/1024/1024
192.168.136.10;SRVAAABEMAPD;SRVAAABEMAPD;DRP;2022-01-12;14:00:01;2022-01-12;18:00:01;NTNX-AGUAS-ADEXUS-01:77709465;c03596d1-bd6a-4388-adc7-91f129f7cfdc;AVAILABLE;584643072;=L2925/1024/1024/1024
192.168.136.10;SRVAAABEMAPD;SRVAAABEMAPD;DRP;2022-01-12;13:00:03;2022-01-12;17:00:03;NTNX-AGUAS-ADEXUS-01:77687920;4322b306-77f1-4307-8cb1-827fc692fa53;AVAILABLE;618095616;=L2926/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2022-01-11;18:00:23;2022-01-25;18:00:23;566908309;ce35441d-8742-40e5-88d8-64571ee44dcb;AVAILABLE;370278400;=L2927/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2022-01-10;18:00:12;2022-01-24;18:00:12;561760214;52fd8e2f-60ee-4047-b575-55a5060b078d;AVAILABLE;334016512;=L2928/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2022-01-09;18:00:10;2022-01-23;18:00:10;556768008;35d7fffb-13be-407b-b756-ee8082d02aec;AVAILABLE;320954368;=L2929/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2022-01-08;18:00:12;2022-01-22;18:00:12;552632165;e97c43e3-1e8b-4e83-8f12-36e1c7a88b6b;AVAILABLE;360222720;=L2930/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2022-01-07;18:00:03;2022-01-21;18:00:03;548290723;ee7219ec-1a0a-4efb-aa5b-2b87b49d70e5;AVAILABLE;329502720;=L2931/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2022-01-06;18:00:34;2022-01-20;18:00:34;543884233;fa4fcc03-ee09-445e-9d27-bb2b35d6b670;AVAILABLE;352763904;=L2932/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2022-01-05;18:00:05;2022-01-19;18:00:05;539302979;8aad77f2-156c-4e8d-985a-ee15247f5eb7;AVAILABLE;327487488;=L2933/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2022-01-04;18:00:42;2022-01-18;18:00:42;534660501;a6194968-504e-4063-82e0-62de42b732d6;AVAILABLE;387317760;=L2934/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2022-01-03;18:00:14;2022-01-17;18:00:14;529752814;9081094d-3b3e-4cb8-990b-3259e305c99a;AVAILABLE;316334080;=L2935/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2022-01-02;18:00:06;2022-01-16;18:00:06;524927515;0573737c-da6f-4c3a-b4f9-1c81b6c6ab2a;AVAILABLE;375453696;=L2936/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2022-01-01;18:00:24;2022-01-15;18:00:24;520762067;ea7983f5-c30c-4ee7-824f-cd6202a0260e;AVAILABLE;215265280;=L2937/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2021-12-31;18:00:24;2022-01-14;18:00:24;516693499;c194b842-d972-45ae-9120-8a7be486264f;AVAILABLE;316823552;=L2938/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2021-12-30;18:00:13;2022-01-13;18:00:13;512539200;4358970c-9fef-4bfd-8c60-9054f375123d;AVAILABLE;216879104;=L2939/1024/1024/1024
192.168.136.10;SRVAAIDSE01;SRVAAIDSE01;SNP;2021-12-29;18:00:22;2022-01-12;18:00:22;508250879;0766c188-c580-4e13-bf4e-b97ce565cd67;AVAILABLE;315740160;=L2940/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2022-01-11;18:00:02;2022-01-25;18:00:02;566907217;cbdbe091-a705-4a80-80f6-870102c36f9c;AVAILABLE;320962560;=L2941/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2022-01-10;18:00:22;2022-01-24;18:00:22;561759122;dc19262d-0a4c-47cd-8d6b-f422623ac270;AVAILABLE;416276480;=L2942/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2022-01-09;18:00:06;2022-01-23;18:00:06;556766916;91f48fa9-1c44-4092-a623-fafcb243ea2e;AVAILABLE;296824832;=L2943/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2022-01-08;18:00:26;2022-01-22;18:00:26;552631073;5a968028-0d88-4cd4-8589-503fca481697;AVAILABLE;305457152;=L2944/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2022-01-07;18:00:02;2022-01-21;18:00:02;548289631;cc526cbc-262c-4fd0-932f-996bf658e4fb;AVAILABLE;311635968;=L2945/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2022-01-06;18:00:03;2022-01-20;18:00:03;543883141;cc8bbb74-b1ac-41aa-ab04-5a4070ac6af5;AVAILABLE;290385920;=L2946/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2022-01-05;18:00:02;2022-01-19;18:00:02;539301887;dd418289-8c96-4b4f-9d79-43e6ffeca160;AVAILABLE;361971712;=L2947/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2022-01-04;18:00:40;2022-01-18;18:00:40;534659409;c6a68e1a-20a1-463a-b75e-9b5e1f7789a0;AVAILABLE;306290688;=L2948/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2022-01-03;18:00:07;2022-01-17;18:00:07;529751722;c520ffd2-606b-48f4-9d55-23aa0704b620;AVAILABLE;415813632;=L2949/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2022-01-02;18:00:02;2022-01-16;18:00:02;524926423;32c0074d-31f4-48ea-b533-8b950ec43156;AVAILABLE;320114688;=L2950/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2022-01-01;18:00:26;2022-01-15;18:00:26;520760975;d3303e5b-d69d-4563-afc4-53f74eee7d7e;AVAILABLE;240422912;=L2951/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2021-12-31;18:00:02;2022-01-14;18:00:02;516692407;abfe5542-05e4-4a8b-8b88-addadc307251;AVAILABLE;299292672;=L2952/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2021-12-30;18:00:02;2022-01-13;18:00:02;512538108;47c116b6-32b3-4e67-8fa6-a6f45ac07c18;AVAILABLE;270225408;=L2953/1024/1024/1024
192.168.136.10;SRVAAIDSE02;SRVAAIDSE02;SNP;2021-12-29;18:00:15;2022-01-12;18:00:15;508249787;4101f897-abd4-4a9d-9b7c-dd6c165b4652;AVAILABLE;369111040;=L2954/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2022-01-11;18:00:12;2022-01-25;18:00:12;566907221;016cf872-d92d-45ca-80a9-c0acdadfda9c;AVAILABLE;5194514432;=L2955/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2022-01-10;18:00:02;2022-01-24;18:00:02;561759126;a57baeb2-970e-4dde-8c63-52fcf3a9cbd8;AVAILABLE;785252352;=L2956/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2022-01-09;18:00:10;2022-01-23;18:00:10;556766920;ad73a0e2-95f5-43aa-b01a-5c72c0747834;AVAILABLE;782110720;=L2957/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2022-01-08;18:00:03;2022-01-22;18:00:03;552631077;dc9967e7-9e7e-46fb-ac88-20dbdaba3547;AVAILABLE;802033664;=L2958/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2022-01-07;18:00:21;2022-01-21;18:00:21;548289635;8f64591b-771c-4d8c-a514-f0cc8af60eee;AVAILABLE;796790784;=L2959/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2022-01-06;18:00:05;2022-01-20;18:00:05;543883145;29f6ff2e-621d-4908-aaa6-8b716aa68c5f;AVAILABLE;814616576;=L2960/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2022-01-05;18:00:11;2022-01-19;18:00:11;539301891;aa4b7d32-08df-48be-8cec-57c7e6e17b8f;AVAILABLE;885919744;=L2961/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2022-01-04;18:00:08;2022-01-18;18:00:08;534659413;cac647e7-f50d-4abd-ac9c-530066dfa436;AVAILABLE;527646720;=L2962/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2022-01-03;18:00:28;2022-01-17;18:00:28;529751726;6dd836b6-103f-4467-815d-1768441b26c2;AVAILABLE;872415232;=L2963/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2022-01-02;18:00:02;2022-01-16;18:00:02;524926427;fb5180ad-6c3c-4c00-9353-f97f306fb835;AVAILABLE;672878592;=L2964/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2022-01-01;18:00:26;2022-01-15;18:00:26;520760979;01769970-666c-4ac7-b3a5-1c2dca854f4c;AVAILABLE;785186816;=L2965/1024/1024/1024
192.168.136.10;SRVCCVIDEBOLETA1;SRVCCVIDEBOLETA1;SNP;2021-12-31;18:00:14;2022-01-14;18:00:14;516692411;644d4569-9a4a-43f4-b5f5-df08b888025a;AVAILABLE;783110144;=L2966/1024/1024/1024
